dataset,rows,columns,sha256,role,schema_style
binder_events.csv,5,8,6aaacae0271f0a168d65bedf28e9e8323a321ac75ca8a1fc1c977f99545c04ae,challenge_evidence,evidence_envelope
board_requests.csv,5,8,d1e16158bb33bf0f6b9b1e96fd531e1b1ce960276a771cfd4bf8d9455ea8f759,challenge_evidence,evidence_envelope
bordereaux.csv,5,8,4ae5444c4e7b270d83d8134b40d49873c979d0a9f1e8a2f5a17070745196b247,challenge_evidence,evidence_envelope
broker_commissions.csv,5,8,7fd33e1643e1286b704c42aff6c0a6404a9a04bae20b744bacd0f7e307c05ec6,challenge_evidence,evidence_envelope
broker_correspondence.csv,5,8,0a3197e1f0cd1b61f06569501a42d1e6a05cbafd5de0f012435d6fd6180c406d,challenge_evidence,evidence_envelope
brokers.csv,4,8,007794dbc08a64eb04793f4c1bf4e64991c8ac21c83c3aaae26a86857bfde380,challenge_evidence,evidence_envelope
candidate_outputs.csv,5,8,56685603f9b072360f9874ceb7a29070a8b9a31234de0491ac656ead069bbf37,challenge_evidence,evidence_envelope
capital_scenarios.csv,5,8,33cc26e073610f72b2f4cc0e76fd010f9d0bc038b6d2e466661580feb5264c39,challenge_evidence,evidence_envelope
cat_events.csv,2,6,3637e44720bfb976d59b802d6f24c6f1d8abc6f22ad4d1eb48b7fbe65c9ea02e,challenge_evidence,domain_specific
cat_models.csv,5,8,a2d63001fad2703d8f17b62da6697efc268e43109aac73d7dd8d39ab49e81048,challenge_evidence,evidence_envelope
catastrophe_capacity.csv,4,8,9b439b8a15ca811905738b4ab7be5817fc2328ca06ff756b2c31f226fa399351,challenge_evidence,evidence_envelope
channels.csv,4,8,014141a20ef262d42012617acff27ba74c9d1dd8a26f23cc8e6308c6bf10f703,challenge_evidence,evidence_envelope
claim_documents.csv,5,8,6661bea877142176ed42409232bc9ebf753ad3a202a25cc8c8834b57dc480bc9,challenge_evidence,evidence_envelope
claim_documents_index.csv,4,8,1aebfa933134f0b6bb8606f08fe846667f3f1863840905d64e7c9ca1361ff1eb,challenge_evidence,evidence_envelope
claim_notes.csv,5,8,876f9c19ce349ffeb277f5a21f3e16729a91c17aaf735a15da2b8d2c3329ba2d,challenge_evidence,evidence_envelope
claim_reserves.csv,6,8,ffac621dd89b83ca8b5d3d659d7c8c68f001502e204eb4d004728dc22895a52b,challenge_evidence,evidence_envelope
claim_tasks.csv,4,8,287fb01125d6897bf38da7d59edb2921b12909fd99aeaecf3ea678a0fbd71080,challenge_evidence,evidence_envelope
claimant_identities.csv,7,8,fefeed20077621d73aa394189b3ae4b65498e7177483417e8b44628db17d3a1a,challenge_evidence,evidence_envelope
claims.csv,4,10,e5eac9107cec28a85feb05f09f116565b075e1780dba60e3aefa431237adc01d,challenge_evidence,domain_specific
clinical_notes.csv,5,8,68808bfaa201593a9127802014c6d77661a98946fc278b1bbcf9ddd0be2c6895,challenge_evidence,evidence_envelope
commercial_claims.csv,5,8,8d2c4d5e2b3f82db775added23ade9f4d1f98ccf371e8c7630b9f4b7013d9a00,challenge_evidence,evidence_envelope
communication_events.csv,5,8,57d12aa5f35896fd237857c756cb1fd279ff2d486fc38225fb5d5001038aeaba,challenge_evidence,evidence_envelope
complaint_outcomes.csv,4,8,1647e4dd4e075c92c9dc66634194ceec3c978879c6466592ab41cbd2d309b055,challenge_evidence,evidence_envelope
complaints.csv,5,8,c25d2aeaa4ce711754191c1147566aa276e7e41af52ab30e0ea014c553fb9830,challenge_evidence,evidence_envelope
consents.csv,6,8,a39ee8ade581cd716e483053ad4a7a003a127d5399dc73add511087d05b05b4a,challenge_evidence,evidence_envelope
contact_history.csv,5,8,dab89d00c4a7e177895b94db33ca30ada6121e81c84b219eeac082c5d9885179,challenge_evidence,evidence_envelope
continuity_requirements.csv,3,5,6deeab7f575b36093487960adb283842aac314516caa4d958e05762693f661e7,challenge_evidence,domain_specific
controls.csv,4,8,61a7f62c51dfab88f0295d0b74b310a0057a788aca2e915bd92ff2a879888d1d,challenge_evidence,evidence_envelope
cost_model.csv,6,8,3453253e2a82b14c8bed66ece74165600253efb98a6f5761ac7b9d7e9be3b1fd,challenge_evidence,evidence_envelope
counterparty_ratings.csv,5,8,6f4b1bd54d2538f096a8ec3bed1ac2187d21e165248c6fa6a58a6965c761042d,challenge_evidence,evidence_envelope
coverages.csv,4,8,264f98ca89735bdc80a0bdf03a0dc67a1eb15124565c61bca55171ea1436d91e,challenge_evidence,evidence_envelope
customer_vulnerability.csv,5,8,b9d5afdfb2d6d14161c506ee14800f19090f00fdda7de6c78f784cc35fa640ff,challenge_evidence,evidence_envelope
cyber_incidents.csv,4,8,a48a0e94aee187e3dc398574dd80536f0df612a3d16d3d0bebccaf91e8a2ade8,challenge_evidence,evidence_envelope
cyber_risks.csv,5,8,c45b2269907e6895f75bbe8b4fa7f517031e75c6ad0b9cd5cdb582d1fdfb4630,challenge_evidence,evidence_envelope
data_dictionary.csv,4,8,a0b6d94035c4fed5f3e0d72052491b336a8be704c8f3916c04087c78fd3030a7,challenge_evidence,evidence_envelope
data_licenses.csv,5,8,0b4f3bb8192344c1e772148cfde05cbaac9460e728797669cdc3b231d6f39121,challenge_evidence,evidence_envelope
data_residency.csv,5,8,7dfce8e11df5a1cfd2357bdd20a818d537a1914c88fc72c7f891a4fabb8d7079,challenge_evidence,evidence_envelope
data_use_requests.csv,5,8,60d216733c6f10a795441dc91a0f70d846de45f56cf6eeb73bb404de7edc4ed1,challenge_evidence,evidence_envelope
decision_rights.csv,6,8,7b721ae17b5345c51a247099c5872fcac7562d76a4ed9aafe308a6d70efdd1e1,challenge_evidence,evidence_envelope
deductibles.csv,4,8,b3432bfd43072b0dda8f3f460df31fe426df8d7ba989078c7a96c6ec8446a130,challenge_evidence,evidence_envelope
delegated_authorities.csv,5,8,ba71649e56fb5c12823c7828d94c218e3d0b28bad6dc4e1a90ea4d0f2e2b7bc0,challenge_evidence,evidence_envelope
deletion_requests.csv,6,8,62e46b642b1978dee085f98ff09737b799741adcf30732899a6ea8f8209b4bc5,challenge_evidence,evidence_envelope
device_firmware.csv,5,8,bdeadbbba49c06ff55228937ffe94434e0567c4c0d48e2e75e8f84c9b9510f88,challenge_evidence,evidence_envelope
digital_journeys.csv,5,8,2ba97eb6d267b1d298a78185eb66e8d8d3ae102f563be2ea017ba18163093ce4,challenge_evidence,evidence_envelope
disability_claims.csv,5,8,7cf6e8503a0e38a82100cca30f1c90ada5ca109fb7e7e1ac1fa107c98f180ee8,challenge_evidence,evidence_envelope
document_forensics.csv,5,8,c160b132963876f025eb8f042d001aee97d60c35b7b530efeedc3ab3956a17c7,challenge_evidence,evidence_envelope
downtime_events.csv,3,6,60a9ecad7dedfec6e3de5ebbfd8c09a28b92f251e19a317864b3de41b6d4b3f1,challenge_evidence,domain_specific
driver_assignments.csv,5,8,8254b3d305944a814f26bd02005e7fd8ab9d6446668a9700508c604d05150166,challenge_evidence,evidence_envelope
drone_flights.csv,5,8,083c4374bf2cb4a185526f3126421d82ff3f9ea9963853d4622ab3dcb3d74cb1,challenge_evidence,evidence_envelope
drone_images.csv,5,8,152f80267f480e3d5fbd20f96f0e5973ea507cbf369244adbf5958663fff1f4b,challenge_evidence,evidence_envelope
emergency_payment_requests.csv,5,8,41e338cde3793bffcabf9a2d43c40b66e60744bbb88cfc2485274d2af83df4e8,challenge_evidence,evidence_envelope
endorsements.csv,2,8,3fb401391c00e798d0ff0a443ab6662db12c9e5d4c875be7a7cf8706a5e67afc,challenge_evidence,domain_specific
error_budgets.csv,4,8,d999f7909bd7d48774e4e4ca195c780b5f010e365dd76f93467f0f615014d3fe,challenge_evidence,evidence_envelope
evaluations.csv,4,8,ebff0068c29838b426463c39fb52756e69f7f5dbd01d9dfff522aaa1d33e24cb,challenge_evidence,evidence_envelope
evidence_conflicts.csv,5,8,5f1c9ec14fe295ba68b710099ce2340c9813040cff4cc15fa8a6a25709cd183a,challenge_evidence,evidence_envelope
exclusions.csv,4,8,9561676845c15a5641f36b8e2831923583749a47917a0bc69b246fd463edaa9f,challenge_evidence,evidence_envelope
explanation_tests.csv,5,8,3d483650e75de3f70415b3e3368f82ba7bb406e3b6feaecf4ca6838e57db73e6,challenge_evidence,evidence_envelope
exposure_aggregates.csv,5,8,cc7992391d2ead1fdbbe2b57ba71266eb06062153a3ac4829c1d645f8aae8081,challenge_evidence,evidence_envelope
exposure_locations.csv,5,8,4a92cfde8965a055a1c2bf1ea8dd408e8ab7b8014a5f2b7dc73bd158f0693db6,challenge_evidence,evidence_envelope
external_data_sources.csv,5,8,6087ab9ea690f2f8e5b0800a09bdf467a08be5031b199610c497d465de1817cc,challenge_evidence,evidence_envelope
facultative_placements.csv,5,8,3ba59d2284c9c05c5592296a849ebd71fc5b3df479e531376da19af2bb8a94a3,challenge_evidence,evidence_envelope
fairness_metrics.csv,3,7,28c9f78d5533bd8f821b9c8f6c78f89d7069c5fbf8c23ec917e83af1d4e52158,challenge_evidence,domain_specific
feature_store.csv,6,8,a9751a22062e09f1e6628d1540cccaa8551f8ef161f25a1844f9b2f4b3fb8d86,challenge_evidence,evidence_envelope
fraud_links.csv,5,8,a2a18225959624d6a3ef7ea65d5c2502366aa9b3f0ef13a7358d3187eb71476d,challenge_evidence,evidence_envelope
fraud_referrals.csv,6,8,1fb03a609398b98044a9afb65c1c1fcbcd16c10583106630ce9f7af994e27247,challenge_evidence,evidence_envelope
functional_evidence.csv,5,8,a55a88f189e157b43ef183fb067c343583eb2393db88672b270447a7ed48b1c5,challenge_evidence,evidence_envelope
fx_rates.csv,5,8,3c32f436d36694b1ea7ce14b8cac4c9a02e9e59efe26488ab83d1b25f3c95f32,challenge_evidence,evidence_envelope
geocodes.csv,5,8,5dbc3309b3c1aabdaa93a783e9db0f4494b84c00e6290559ea036cab7bc9f445,challenge_evidence,evidence_envelope
glossary_conflicts.csv,5,8,be481ad61bcddc1a5080724551f3ad322a118700809c09a49db6a9f58b13a635,challenge_evidence,evidence_envelope
graph_candidate_questions.csv,5,8,4ca3e3504ae23e316eebb2a2c1c44d169d96e95335df6c94aa4342698f1f4ca6,challenge_evidence,evidence_envelope
group_policies.csv,5,8,da2bc449605218145f23e5c3b60151eeb1692fb39ffca2cd7c60ecaea2a25228,challenge_evidence,evidence_envelope
health_claims.csv,7,8,17123f0925d086b5eb3ff8292f25361131d5ddca6a904684563815fa6593acc9,challenge_evidence,evidence_envelope
idempotency_records.csv,5,8,8fb9ba19279a5653da54d081fe695435f9ddffd5c5f88d5aadc907f7ad9a3069,challenge_evidence,evidence_envelope
identifier_crosswalk.csv,5,8,2faf37045faaeec2efdc72ca513d35de9de32880e0a87b3402fa365660db8341,challenge_evidence,evidence_envelope
identity_checks.csv,5,8,4024bcefb811b953d3ed8ce68496fa00ce21c1dd916905b662ecb807c521268f,challenge_evidence,evidence_envelope
ifrs17_groups.csv,5,8,47ca779f19d02953fd349fe756e99fb170a9bb7ed91edbc803f70195a7336e65,challenge_evidence,evidence_envelope
image_forensics.csv,5,8,eb9915222df988e0631e7109f34326d95a9df1947ca5cb17fe91b4bdd0834cfa,challenge_evidence,evidence_envelope
incidents.csv,4,8,24d7df7e804ea2f0b793d10e9d245f99b541baddfa86d69d274f8cb62266605a,challenge_evidence,evidence_envelope
inject_evidence_records.csv,191,13,c1175cb265e0eea5660b29085c3c4d6f9e6d407246c9296cb8aed6f97d4eb5e8,canonical_inject_index,domain_specific
integration_errors.csv,5,8,8a787bb5650e3a66e6c9315f5a68dab9472904d9218c4a26c987af3d3620814d,challenge_evidence,evidence_envelope
iot_events.csv,5,8,e51e65a339ee1d3c241c67724b8ab41d973a8aede7bbd20a6bebccb0d5c4574c,challenge_evidence,evidence_envelope
jurisdiction_rules.csv,5,8,b03fb1cb36cbca3c377a7d2d1f18b791d509b77c84e0301fa45da98099e30a95,challenge_evidence,evidence_envelope
jurisdictions.csv,4,8,a4ff7acd721db58609e56bb985f0aa149e25943394d0dfbcebb96805ac7012d9,challenge_evidence,evidence_envelope
knowledge_catalog.csv,37,11,ae556d3c89347c9acd7d2df97822f85483fb04fa2a0477f6e7fd44fd2aa1a95b,challenge_evidence,domain_specific
kpi_conflicts.csv,5,8,2b95fb5c2fc1fa7887fbb63e9dba14d053c04df866e53d0b075f89ecdb027ef3,challenge_evidence,evidence_envelope
legal_entities.csv,6,8,d50e2fb5ca1f5565b926627a6cb57912b2626ba715ab84253bb3768f36435242,challenge_evidence,evidence_envelope
legal_holds.csv,5,8,0ed7387243fda13e1bec57dfba7dda119da5634496b0afde9b0be7beb193756f,challenge_evidence,evidence_envelope
life_applications.csv,6,8,cd1ce315c4abf686b55fbd5aef8cdc0e9fb589a29d7bf0b3da7ebc2f1e2ec39c,challenge_evidence,evidence_envelope
life_claims.csv,5,8,1d6d399ae8083516db304fc9d28ae82435a33dde6cd4b0fcb00dd533f1b17339,challenge_evidence,evidence_envelope
lineage_edges.csv,4,8,84bbc8d2b865286f755a0b75cd047d4dc2333c8604e628ae3d97f21113b9d8d9,challenge_evidence,evidence_envelope
locations.csv,4,8,f93e2808398e631dedef8e002bd0a9e85c55d62b2cf5c5eb164505db0cfa1e99,challenge_evidence,evidence_envelope
loss_events.csv,3,11,ea3c24ec03d621e0ad155c08c318843ba19d1456741619f87e7c08496bbd2bb7,challenge_evidence,domain_specific
manual_claim_intake.csv,5,8,34411509698dcfe540be764f816b1e184d8b4f8e536a4e970a3573edbcec5e1f,challenge_evidence,evidence_envelope
manual_fallback_steps.csv,4,8,edd00219053ab5ebdd16842a6ee3980182e5283b65388b2810df7f8e046bc2af,challenge_evidence,evidence_envelope
marine_shipments.csv,4,8,9b4716852b2b1c3f70cbc7f1c7f93a6170323d34b98103aba9e1a3868b8578df,challenge_evidence,evidence_envelope
marketing_materials.csv,5,8,dfe97bec3db24f465083cf905586e9bc627ec684fe91004ec072fcf289abc90a,challenge_evidence,evidence_envelope
medical_evidence.csv,5,8,442067b5114fda980fa70fb856dec156f195012ea667eb6df299c892506bd3ce,challenge_evidence,evidence_envelope
medical_providers.csv,4,8,7d50eceade4cd7864742ef2f0bea27f85242856df9f39c44bf4e9d7e217c6722,challenge_evidence,evidence_envelope
member_certificates.csv,5,8,fb3d2a0f99ee138f83cf037c5843544eda3bc25262cd84259b4a559b1c145cf5,challenge_evidence,evidence_envelope
member_eligibility.csv,5,8,225b5e0f138c3c7a8c0068b3b06c6a06499d6bf7a402840053581c9c93c69211,challenge_evidence,evidence_envelope
model_artifacts.csv,2,6,4bcfde1080a199e36037e3b8c5cde2f610ed0edb25d87cdf59c333375f2a9d3b,challenge_evidence,domain_specific
model_costs.csv,2,7,0d212715e80e0f6842d8009028c0ced81c0734a1c710aaa5ad5b141a545c653d,challenge_evidence,domain_specific
model_endpoints.csv,6,8,201b996d1fef1d8da4d006c79c3e9ede21dfa137a0c16b71f899ad7b1e820d87,challenge_evidence,evidence_envelope
model_performance.csv,4,5,70ec9bdb9dab6106df1bc5c6be26a95e047e3b92a82c277556b4e08cedc7d9f7,challenge_evidence,domain_specific
model_registry.csv,3,6,4ace5432431e5a6dcfd01d64a768e2511599604718e4df6de64402689ae15aec,challenge_evidence,domain_specific
model_training_labels.csv,5,8,b3f513aac754a52d8222ce5ba01744fc6233bbcdb1a4af522b8c28eae2ac3110,challenge_evidence,evidence_envelope
model_usage.csv,5,8,2fdf0822925b5e72001e9e3840332287fba6f603a873d92f3e9468bf1b6afed3,challenge_evidence,evidence_envelope
models.csv,4,8,8ab19792526e4a9bccd0d378c9ce2d943969961da0918cda3111e489edaba497,challenge_evidence,evidence_envelope
motor_claims.csv,5,8,55381f152182d84779075f10ebd0f5b629d8b8e95c00b384bdff96bd8e07fb26,challenge_evidence,evidence_envelope
multilingual_claims.csv,5,8,b7f86627c170d205c226c034b3f08d3bb67659e185076761b8c4d11f0fa36ce2,challenge_evidence,evidence_envelope
network_zones.csv,5,8,5097dd9325b4d9f1974e0de36a0937e13b4fafdc78c8da633e668a20ba4eae7a,challenge_evidence,evidence_envelope
no_ai_baselines.csv,6,8,8d1c0df4da62f862c4f611723cfdce824367ed3a78e1584129e5783992fe35cc,challenge_evidence,evidence_envelope
ombudsman_cases.csv,4,8,c123478e948c51508948e3dc0636f2073acb5994ef890b5248d86336fbaf0e61,challenge_evidence,evidence_envelope
ontology_seed.csv,5,8,ca209daed9af5b745508a9949925466ddb778cda311cc1b4b97bdf75041be4b9,challenge_evidence,evidence_envelope
organisations.csv,4,8,4e7399563dfac4a74367a278d76918da7dd318da516d16e0c433d3a2ca32b63c,challenge_evidence,evidence_envelope
override_events.csv,5,8,c91782705f5ed732c64d165a2913b3a24be84384c9ede1f7e889bc7f7807df08,challenge_evidence,evidence_envelope
parametric_contracts.csv,6,8,d2fc97a628ab9b98387ae3211e9774e796ecbe61e3e8ad6011c3c28e709e530c,challenge_evidence,evidence_envelope
parties.csv,4,5,b75e9d2370e0fd423f2da9363c48495348e0221e23e047a6e355517b6e08eca6,challenge_evidence,domain_specific
party_roles.csv,4,3,6c3095c6bd8cc30429c0183215b451074e549a48e4cba6bc66d2651b9e0a9c92,challenge_evidence,domain_specific
payment_changes.csv,5,8,116ed8a0fe372026e84fcde2c949bdf18a598606069ce8fa7d8063c2eb44c377,challenge_evidence,evidence_envelope
payments.csv,4,8,8bc90a3f1b6d53ec91e2b3fc6789dcfb363b82e076d57f3f454c26818bacaa59,challenge_evidence,evidence_envelope
perils.csv,4,8,80a87c6bb17734a54b046212b1822646b972190d715ed2b5ecbcc51c6ddd0244,challenge_evidence,evidence_envelope
policies.csv,4,9,4cb86047f65c816619a05ced54c11b6b4d64cca72de1b557547ca5b4cd8d4ec5,challenge_evidence,domain_specific
policy_applications.csv,5,8,e2c8e0238a78fe8ed77a0641b62a36c4dc78bf4bb06b424ca21a68f53087251c,challenge_evidence,evidence_envelope
policy_documents.csv,4,8,684dfd3d67215768a1cee3a26fde611f8f9f8fd7d6af2be5c9203a4c6241ea05,challenge_evidence,evidence_envelope
policy_products.csv,6,8,8532a2673782db88943ad6289c1f196723583ef8b2d89ee139930216ce66efeb,challenge_evidence,evidence_envelope
policy_rules.csv,4,8,696c7e43805faf155bf0a035a296514e2b510319f160f36a862db02c96164102,challenge_evidence,evidence_envelope
policy_wording_versions.csv,3,6,e6e9b9e8856613d030680e67bc1f064ed16a65a12df6b46fc32b931745cb426b,challenge_evidence,domain_specific
premium_transactions.csv,4,8,e01fc26c21fe30283e91de48684d45050a44955c0e52e9ffb3d7bf9a9e62ad39,challenge_evidence,evidence_envelope
pricing_factors.csv,5,8,1508ee3207cc91660e2e12a20424c00f02f00c68d877f25f2fba565b1bc94566,challenge_evidence,evidence_envelope
privacy_risk.csv,6,8,422197335e2e59b6602148d18b8e706a644efc7056af2b11d95e8fe6c1bb6a63,challenge_evidence,evidence_envelope
process_bottlenecks.csv,5,8,3a472093c2e5456b4c8f8e2478b87fb18736cd6c11ff5712e24495620e8d8612,challenge_evidence,evidence_envelope
product_comparisons.csv,5,8,e2708b664e91b188845ca6cba949f1cfdacaa09d06379fb6a52927b1a13cdd96,challenge_evidence,evidence_envelope
products.csv,4,8,2c389e3c9a0deb43d0a1850e012600606697870eccc371455cd81274029a8823,challenge_evidence,evidence_envelope
prompts.csv,4,8,0002a20682504b0dac19a7851c2a6b46e4cdf998bc2e27c71987ab37ae128b7e,challenge_evidence,evidence_envelope
property_attributes.csv,4,8,9d0a7aeea3bfd7d6113404bfe5ca7b444194e6bf18123246bd72c2ac6fd4cc24,challenge_evidence,evidence_envelope
provider_aliases.csv,5,8,6336e34b6e11558bca261333261fa411b8093547645de59971ade832a58feacb,challenge_evidence,evidence_envelope
provider_contracts.csv,4,8,a56a181b00c1d835d22e256daea644b02df4b9281a1bb3141e7f706e52294d0c,challenge_evidence,evidence_envelope
provider_records.csv,5,8,e45ab4c111616b5a8914e091e9a2743f1eeaf3f12171f29ce74021ebcc86d9cd,challenge_evidence,evidence_envelope
providers.csv,5,8,6670aa4ea98ad48a67b6b70f2825b0e9c3c7e80ec4ad2ce0f2f5e90296e46fd8,challenge_evidence,evidence_envelope
quotes.csv,5,8,5524c0a02cde84618aaaa4d55c08ac68524dfe3d1865d70c1923e42c5489e5cb,challenge_evidence,evidence_envelope
recovery_contracts.csv,5,8,bb9b5acc4ef97523e101be16c18b8067d7e6a6984449e240a752ff711b59ece9,challenge_evidence,evidence_envelope
regulatory_obligations.csv,4,8,d683d79283573ca111c3c0e6744d4df40dbb5e16d108220bc6a51bd229e29012,challenge_evidence,evidence_envelope
regulatory_requests.csv,4,8,c777c18c0bc87493adeb9747758eb5122b2b76446fd8d6b3370b3d427db9cb07,challenge_evidence,evidence_envelope
reinsurance_collateral.csv,5,8,1c30770dd792b3f169a29cc47a801c2e4001cb079738656cb6cbfa9ea29fc532,challenge_evidence,evidence_envelope
reinsurance_events.csv,5,8,10d1533d8cb200e43d800ad50d3f42b036b8766d5d28188afb8006a7a2e7a9e7,challenge_evidence,evidence_envelope
reinsurance_notices.csv,4,8,681c62b5ee51ad2042aa57dd93a3a03b406987b6b1a5d6c3330fb08d99a2a3a5,challenge_evidence,evidence_envelope
reinsurance_treaties.csv,2,9,b71dbbf91ab7e660f8f8faeab1d32f0f08434d339d202a560ca4beb648387d9d,challenge_evidence,domain_specific
renewal_offers.csv,4,8,806d57a86574346bcc48ddd595ec8eea76af4c9ca08f67b75782589ce34ce15c,challenge_evidence,evidence_envelope
renewals.csv,5,8,4d25c58b8cdb56c6e03ba341df6ab1ae464e490993317003d6b5450725d7a936,challenge_evidence,evidence_envelope
repair_estimates.csv,5,8,e83941012b19c136c1b37974d5487cc437d95bcd696f61a54379c7f83a6d84fd,challenge_evidence,evidence_envelope
repair_network.csv,4,8,9920f8f99289cea064b3bdb770c5f16387ad566418f84359149417c2b40eb4a6,challenge_evidence,evidence_envelope
reserving_assumptions.csv,5,8,80c422e82cfdf35c4de0455c3f00e665106c9e67bfd3af24186fd43b7d2a2d67,challenge_evidence,evidence_envelope
retention_rules.csv,5,8,474c36eea317b205503164ed29a686c6c0272e7e3f6e149a3fcda2bcb069f192,challenge_evidence,evidence_envelope
reviewer_feedback.csv,5,8,91c8c08dc95b569342554f116cfac710bc33c2a8383621d6ed57b3af9f3aaebb,challenge_evidence,evidence_envelope
risk_register_seed.csv,4,8,50e532f100d4a3eeb84692b7bf7bb6263bae841e6d4d75a49e17aeabb31b6508,challenge_evidence,evidence_envelope
roles.csv,4,8,140441b01f49e0203c8936387e0f488f50e3caa6cab15063155905b959dc212b,challenge_evidence,evidence_envelope
sales_interactions.csv,5,8,660bd3c1c472a7e49a07f9c9808aa5d4648e97a528fca8eca89cc6f6fc6a0169,challenge_evidence,evidence_envelope
sanctions_screening.csv,5,8,985742c70836f80002edefa8054b57646278883cd7d187843258e6fe48d1e8cd,challenge_evidence,evidence_envelope
security_events.csv,6,8,2ffce5016cf8cb146f1e19714abb8ea783111468ec14b457e69e238f97fb0347,challenge_evidence,evidence_envelope
service_levels.csv,4,8,d7974fe5d11eab59433e30095720e1de276323384b365a4c61f10ee8f5474dcf,challenge_evidence,evidence_envelope
source_authority.csv,5,8,562191ac3ff3d65d08ea38f719395ec20fd5b19922dcdfdc09638938964e5e3b,challenge_evidence,evidence_envelope
source_systems.csv,4,8,1942f3f871faff3158a36a9573fc6012a49441cd4a6729090f196de8e9a84ced,challenge_evidence,evidence_envelope
staff_rates.csv,6,8,8284cdc86043afe1f4c9e5202f2d9c0e299ded913abed66a844c51c807b186e8,challenge_evidence,evidence_envelope
stakeholders.csv,5,8,d7352f7f9ca00d55df4d0bc41993bb0a34c961134e4e9f7d4b77bf4b904ca09d,challenge_evidence,evidence_envelope
strategy_conflicts.csv,5,8,b4772527baddd3e7a321dcd7a9e930439f389213e443ab08b5721ebee3357bff,challenge_evidence,evidence_envelope
subrogation_cases.csv,5,8,0f7091c4dc452f66f514f5aa86305c6c1f5a216bb4e2f52ab8af929067b2b4c8,challenge_evidence,evidence_envelope
suitability_records.csv,5,8,6ab294e9b1c6f7f50c0e11d5c9beeb9c21644d78a31487ff3bfdfc7dfc855a0c,challenge_evidence,evidence_envelope
supply_dependencies.csv,5,8,62d34c24bfdd214862c585510eacc8b00742b8dff298ee36c39822430a2c5210,challenge_evidence,evidence_envelope
system_inventory.csv,5,8,5e66f64c0bb13a1905a44c482be2b90cfcfb7eb3f3df5c10229ab503c1f383fe,challenge_evidence,evidence_envelope
telematics_events.csv,6,8,e6c82f6a220643e1433882d20434d9b63ca836bd520eb4cf2747a93d54462bec,challenge_evidence,evidence_envelope
tenant_boundaries.csv,5,8,dcc6f225833700ed25adc54a6640b63c630e3a9d2ca36cf03d7fd4eb51d4a691,challenge_evidence,evidence_envelope
terminology_versions.csv,5,8,0b03311ffbe4f16b87692e9ed22c7dd915cda9420ac58c62e0e21a948131d6d2,challenge_evidence,evidence_envelope
timezone_rules.csv,5,8,abc73ddd3cb5fa232aba2de606fe3b9640da0dd99dbdbb2500a75628111fe1f7,challenge_evidence,evidence_envelope
token_budgets.csv,4,8,fb4600f42ccacb8fee60c2b250c2d3d073b05e6e1980af2c6e696753ee473664,challenge_evidence,evidence_envelope
tool_catalog.csv,5,8,bb563718adb73f1d1afa884507688cbc5974d0f10eaebc9a0bcf3369d66f4d31,challenge_evidence,evidence_envelope
translations.csv,5,8,2b5f04c535f98ab2f30423a2a42641e36b353efca3c5a7c046e5faa871b58a79,challenge_evidence,evidence_envelope
treaty_documents.csv,5,8,5b4491cc88df75e491b79bd4d00cb7a857e4e82aeb51a76234e6acb9eb639e87,challenge_evidence,evidence_envelope
underwriting_decisions.csv,6,8,d06adef52e29f126f97b56363b2ad4c58ead4864432a8e83b51617fb8d90e8f1,challenge_evidence,evidence_envelope
usability_findings.csv,6,8,9d0f779124fb87264a1c3774394c86e2dd4d5ba55bca0144a2f89bd101d388cd,challenge_evidence,evidence_envelope
