inject_id,evidence_record_id,source_path,source_locator,source_exists,source_sha256,required_for_public_fixture
INJ-018,INJ-018-E02,data/renewals.csv,record_id=INJ-018-RENEWALS,yes,4d25c58b8cdb56c6e03ba341df6ab1ae464e490993317003d6b5450725d7a936,yes
INJ-019,INJ-019-E01,data/cyber_risks.csv,record_id=INJ-019-CYBER_RISKS,yes,c45b2269907e6895f75bbe8b4fa7f517031e75c6ad0b9cd5cdb582d1fdfb4630,no
INJ-019,INJ-019-E02,data/model_performance.csv,file-level; participant must select controlling record(s),yes,70ec9bdb9dab6106df1bc5c6be26a95e047e3b92a82c277556b4e08cedc7d9f7,no
INJ-020,INJ-020-E01,data/underwriting_decisions.csv,record_id=INJ-020-UNDERWRITING_DECISIONS,yes,d06adef52e29f126f97b56363b2ad4c58ead4864432a8e83b51617fb8d90e8f1,no
INJ-020,INJ-020-E02,data/override_events.csv,record_id=INJ-020-OVERRIDE_EVENTS,yes,c91782705f5ed732c64d165a2913b3a24be84384c9ede1f7e889bc7f7807df08,no
INJ-021,INJ-021-E01,data/claims.csv,file-level; participant must select controlling record(s),yes,e5eac9107cec28a85feb05f09f116565b075e1780dba60e3aefa431237adc01d,no
INJ-021,INJ-021-E02,data/claimant_identities.csv,record_id=INJ-021-CLAIMANT_IDENTITIES,yes,fefeed20077621d73aa394189b3ae4b65498e7177483417e8b44628db17d3a1a,no
INJ-022,INJ-022-E01,data/loss_events.csv,file-level; participant must select controlling record(s),yes,ea3c24ec03d621e0ad155c08c318843ba19d1456741619f87e7c08496bbd2bb7,no
INJ-022,INJ-022-E02,data/timezone_rules.csv,record_id=INJ-022-TIMEZONE_RULES,yes,abc73ddd3cb5fa232aba2de606fe3b9640da0dd99dbdbb2500a75628111fe1f7,no
INJ-023,INJ-023-E01,data/repair_estimates.csv,record_id=INJ-023-REPAIR_ESTIMATES,yes,e83941012b19c136c1b37974d5487cc437d95bcd696f61a54379c7f83a6d84fd,no
INJ-023,INJ-023-E02,data/image_forensics.csv,record_id=INJ-023-IMAGE_FORENSICS,yes,eb9915222df988e0631e7109f34326d95a9df1947ca5cb17fe91b4bdd0834cfa,no
INJ-024,INJ-024-E01,data/health_claims.csv,record_id=INJ-024-HEALTH_CLAIMS,yes,17123f0925d086b5eb3ff8292f25361131d5ddca6a904684563815fa6593acc9,no
INJ-024,INJ-024-E02,data/provider_records.csv,record_id=INJ-024-PROVIDER_RECORDS,yes,e45ab4c111616b5a8914e091e9a2743f1eeaf3f12171f29ce74021ebcc86d9cd,no
INJ-025,INJ-025-E01,data/life_claims.csv,record_id=INJ-025-LIFE_CLAIMS,yes,1d6d399ae8083516db304fc9d28ae82435a33dde6cd4b0fcb00dd533f1b17339,no
INJ-025,INJ-025-E02,data/policy_applications.csv,record_id=INJ-025-POLICY_APPLICATIONS,yes,e2c8e0238a78fe8ed77a0641b62a36c4dc78bf4bb06b424ca21a68f53087251c,no
INJ-026,INJ-026-E01,data/deletion_requests.csv,record_id=INJ-026-DELETION_REQUESTS,yes,62e46b642b1978dee085f98ff09737b799741adcf30732899a6ea8f8209b4bc5,no
INJ-026,INJ-026-E02,data/legal_holds.csv,record_id=INJ-026-LEGAL_HOLDS,yes,0ed7387243fda13e1bec57dfba7dda119da5634496b0afde9b0be7beb193756f,no
INJ-027,INJ-027-E01,data/claim_reserves.csv,record_id=INJ-027-CLAIM_RESERVES,yes,ffac621dd89b83ca8b5d3d659d7c8c68f001502e204eb4d004728dc22895a52b,no
INJ-027,INJ-027-E02,data/audit_events.csv,record_id=INJ-027-AUDIT_EVENTS,yes,97b78f98275322e348489991f166828455fa15fa3c49fcc89dc6ccd8e82e5772,no
INJ-028,INJ-028-E01,data/subrogation_cases.csv,record_id=INJ-028-SUBROGATION_CASES,yes,0f7091c4dc452f66f514f5aa86305c6c1f5a216bb4e2f52ab8af929067b2b4c8,no
INJ-028,INJ-028-E02,data/recovery_contracts.csv,record_id=INJ-028-RECOVERY_CONTRACTS,yes,bb9b5acc4ef97523e101be16c18b8067d7e6a6984449e240a752ff711b59ece9,no
INJ-029,INJ-029-E01,data/cat_events.csv,file-level; participant must select controlling record(s),yes,3637e44720bfb976d59b802d6f24c6f1d8abc6f22ad4d1eb48b7fbe65c9ea02e,no
INJ-029,INJ-029-E02,data/exposure_locations.csv,record_id=INJ-029-EXPOSURE_LOCATIONS,yes,4a92cfde8965a055a1c2bf1ea8dd408e8ab7b8014a5f2b7dc73bd158f0693db6,no
INJ-030,INJ-030-E01,data/addresses.csv,record_id=INJ-030-ADDRESSES,yes,e06d6beabf23ffbd12f1cb64b402e2d9117986591c8cb98297adf3af3c183ce5,no
INJ-030,INJ-030-E02,data/geocodes.csv,record_id=INJ-030-GEOCODES,yes,5dbc3309b3c1aabdaa93a783e9db0f4494b84c00e6290559ea036cab7bc9f445,no
INJ-031,INJ-031-E01,data/drone_images.csv,record_id=INJ-031-DRONE_IMAGES,yes,152f80267f480e3d5fbd20f96f0e5973ea507cbf369244adbf5958663fff1f4b,no
INJ-031,INJ-031-E02,data/drone_flights.csv,record_id=INJ-031-DRONE_FLIGHTS,yes,083c4374bf2cb4a185526f3126421d82ff3f9ea9963853d4622ab3dcb3d74cb1,no
INJ-032,INJ-032-E01,data/commercial_claims.csv,record_id=INJ-032-COMMERCIAL_CLAIMS,yes,8d2c4d5e2b3f82db775added23ade9f4d1f98ccf371e8c7630b9f4b7013d9a00,no
INJ-032,INJ-032-E02,data/supply_dependencies.csv,record_id=INJ-032-SUPPLY_DEPENDENCIES,yes,62d34c24bfdd214862c585510eacc8b00742b8dff298ee36c39822430a2c5210,no
INJ-033,INJ-033-E01,data/motor_claims.csv,record_id=INJ-033-MOTOR_CLAIMS,yes,55381f152182d84779075f10ebd0f5b629d8b8e95c00b384bdff96bd8e07fb26,no
INJ-033,INJ-033-E02,data/vehicle_telemetry.csv,record_id=INJ-033-VEHICLE_TELEMETRY,yes,9ff399a954e86c38fe484c3dba7ea7d620e68a850dd9f9bd0ac8e355df3bf4bd,no
INJ-034,INJ-034-E01,data/weather_observations.csv,record_id=INJ-034-WEATHER_OBSERVATIONS,yes,09b50a67fadd93b7712f56eded8dbc765b3e59c77bda24011cd3b21eb4afb6c7,no
INJ-034,INJ-034-E02,data/parametric_contracts.csv,record_id=INJ-034-PARAMETRIC_CONTRACTS,yes,d2fc97a628ab9b98387ae3211e9774e796ecbe61e3e8ad6011c3c28e709e530c,no
INJ-035,INJ-035-E01,data/vendor_status.csv,record_id=INJ-035-VENDOR_STATUS,yes,a2d9c7ad8e90b6c2471e72bd1a84aa7ac4bb95c6d172d3018ba954914d0e07bc,no
INJ-035,INJ-035-E02,data/downtime_events.csv,file-level; participant must select controlling record(s),yes,60a9ecad7dedfec6e3de5ebbfd8c09a28b92f251e19a317864b3de41b6d4b3f1,no
INJ-036,INJ-036-E01,data/emergency_payment_requests.csv,record_id=INJ-036-EMERGENCY_PAYMENT_REQUES,yes,41e338cde3793bffcabf9a2d43c40b66e60744bbb88cfc2485274d2af83df4e8,no
INJ-036,INJ-036-E02,data/claims.csv,file-level; participant must select controlling record(s),yes,e5eac9107cec28a85feb05f09f116565b075e1780dba60e3aefa431237adc01d,no
INJ-037,INJ-037-E01,data/providers.csv,record_id=INJ-037-PROVIDERS,yes,6670aa4ea98ad48a67b6b70f2825b0e9c3c7e80ec4ad2ce0f2f5e90296e46fd8,no
INJ-037,INJ-037-E02,data/provider_aliases.csv,record_id=INJ-037-PROVIDER_ALIASES,yes,6336e34b6e11558bca261333261fa411b8093547645de59971ade832a58feacb,no
INJ-038,INJ-038-E01,data/health_claims.csv,record_id=INJ-038-HEALTH_CLAIMS,yes,17123f0925d086b5eb3ff8292f25361131d5ddca6a904684563815fa6593acc9,no
INJ-038,INJ-038-E02,data/terminology_versions.csv,record_id=INJ-038-TERMINOLOGY_VERSIONS,yes,0b03311ffbe4f16b87692e9ed22c7dd915cda9420ac58c62e0e21a948131d6d2,no
INJ-039,INJ-039-E01,data/clinical_notes.csv,record_id=INJ-039-CLINICAL_NOTES,yes,68808bfaa201593a9127802014c6d77661a98946fc278b1bbcf9ddd0be2c6895,no
INJ-039,INJ-039-E02,data/access_policies.csv,record_id=INJ-039-ACCESS_POLICIES,yes,728ce4421776992dbfa77ec251604725d51125611d546a8062f0b85a9b4e574d,no
INJ-040,INJ-040-E01,data/disability_claims.csv,record_id=INJ-040-DISABILITY_CLAIMS,yes,7cf6e8503a0e38a82100cca30f1c90ada5ca109fb7e7e1ac1fa107c98f180ee8,no
INJ-040,INJ-040-E02,data/functional_evidence.csv,record_id=INJ-040-FUNCTIONAL_EVIDENCE,yes,a55a88f189e157b43ef183fb067c343583eb2393db88672b270447a7ed48b1c5,no
INJ-041,INJ-041-E01,data/feature_store.csv,record_id=INJ-041-FEATURE_STORE,yes,a9751a22062e09f1e6628d1540cccaa8551f8ef161f25a1844f9b2f4b3fb8d86,no
INJ-041,INJ-041-E02,data/jurisdiction_rules.csv,record_id=INJ-041-JURISDICTION_RULES,yes,b03fb1cb36cbca3c377a7d2d1f18b791d509b77c84e0301fa45da98099e30a95,no
INJ-042,INJ-042-E01,data/member_eligibility.csv,record_id=INJ-042-MEMBER_ELIGIBILITY,yes,225b5e0f138c3c7a8c0068b3b06c6a06499d6bf7a402840053581c9c93c69211,no
INJ-042,INJ-042-E02,data/health_claims.csv,record_id=INJ-042-HEALTH_CLAIMS,yes,17123f0925d086b5eb3ff8292f25361131d5ddca6a904684563815fa6593acc9,no
INJ-043,INJ-043-E01,data/consents.csv,record_id=INJ-043-CONSENTS,yes,a39ee8ade581cd716e483053ad4a7a003a127d5399dc73add511087d05b05b4a,no
INJ-043,INJ-043-E02,data/feature_store.csv,record_id=INJ-043-FEATURE_STORE,yes,a9751a22062e09f1e6628d1540cccaa8551f8ef161f25a1844f9b2f4b3fb8d86,no
INJ-044,INJ-044-E01,data/downtime_events.csv,file-level; participant must select controlling record(s),yes,60a9ecad7dedfec6e3de5ebbfd8c09a28b92f251e19a317864b3de41b6d4b3f1,no
INJ-044,INJ-044-E02,data/manual_claim_intake.csv,record_id=INJ-044-MANUAL_CLAIM_INTAKE,yes,34411509698dcfe540be764f816b1e184d8b4f8e536a4e970a3573edbcec5e1f,no
INJ-045,INJ-045-E01,data/fraud_links.csv,record_id=INJ-045-FRAUD_LINKS,yes,a2a18225959624d6a3ef7ea65d5c2502366aa9b3f0ef13a7358d3187eb71476d,no
INJ-045,INJ-045-E02,data/claimant_identities.csv,record_id=INJ-045-CLAIMANT_IDENTITIES,yes,fefeed20077621d73aa394189b3ae4b65498e7177483417e8b44628db17d3a1a,no
INJ-046,INJ-046-E01,data/identity_checks.csv,record_id=INJ-046-IDENTITY_CHECKS,yes,4024bcefb811b953d3ed8ce68496fa00ce21c1dd916905b662ecb807c521268f,no
INJ-046,INJ-046-E02,data/life_applications.csv,record_id=INJ-046-LIFE_APPLICATIONS,yes,cd1ce315c4abf686b55fbd5aef8cdc0e9fb589a29d7bf0b3da7ebc2f1e2ec39c,no
INJ-047,INJ-047-E01,data/sanctions_screening.csv,record_id=INJ-047-SANCTIONS_SCREENING,yes,985742c70836f80002edefa8054b57646278883cd7d187843258e6fe48d1e8cd,no
INJ-047,INJ-047-E02,data/claimant_identities.csv,record_id=INJ-047-CLAIMANT_IDENTITIES,yes,fefeed20077621d73aa394189b3ae4b65498e7177483417e8b44628db17d3a1a,no
INJ-048,INJ-048-E01,data/payment_changes.csv,record_id=INJ-048-PAYMENT_CHANGES,yes,116ed8a0fe372026e84fcde2c949bdf18a598606069ce8fa7d8063c2eb44c377,no
INJ-048,INJ-048-E02,data/audit_events.csv,record_id=INJ-048-AUDIT_EVENTS,yes,97b78f98275322e348489991f166828455fa15fa3c49fcc89dc6ccd8e82e5772,no
INJ-049,INJ-049-E01,data/claim_documents.csv,record_id=INJ-049-CLAIM_DOCUMENTS,yes,6661bea877142176ed42409232bc9ebf753ad3a202a25cc8c8834b57dc480bc9,no
INJ-049,INJ-049-E02,data/document_forensics.csv,record_id=INJ-049-DOCUMENT_FORENSICS,yes,c160b132963876f025eb8f042d001aee97d60c35b7b530efeedc3ab3956a17c7,no
INJ-050,INJ-050-E01,data/fraud_referrals.csv,record_id=INJ-050-FRAUD_REFERRALS,yes,1fb03a609398b98044a9afb65c1c1fcbcd16c10583106630ce9f7af994e27247,no
INJ-050,INJ-050-E02,data/model_training_labels.csv,record_id=INJ-050-MODEL_TRAINING_LABELS,yes,b3f513aac754a52d8222ce5ba01744fc6233bbcdb1a4af522b8c28eae2ac3110,no
INJ-051,INJ-051-E01,data/reinsurance_treaties.csv,file-level; participant must select controlling record(s),yes,b71dbbf91ab7e660f8f8faeab1d32f0f08434d339d202a560ca4beb648387d9d,no
INJ-051,INJ-051-E02,data/treaty_documents.csv,record_id=INJ-051-TREATY_DOCUMENTS,yes,5b4491cc88df75e491b79bd4d00cb7a857e4e82aeb51a76234e6acb9eb639e87,no
INJ-052,INJ-052-E01,data/cat_events.csv,file-level; participant must select controlling record(s),yes,3637e44720bfb976d59b802d6f24c6f1d8abc6f22ad4d1eb48b7fbe65c9ea02e,no
INJ-052,INJ-052-E02,data/reinsurance_events.csv,record_id=INJ-052-REINSURANCE_EVENTS,yes,10d1533d8cb200e43d800ad50d3f42b036b8766d5d28188afb8006a7a2e7a9e7,no
INJ-053,INJ-053-E01,data/bordereaux.csv,record_id=INJ-053-BORDEREAUX,yes,4ae5444c4e7b270d83d8134b40d49873c979d0a9f1e8a2f5a17070745196b247,no
INJ-053,INJ-053-E02,data/fx_rates.csv,record_id=INJ-053-FX_RATES,yes,3c32f436d36694b1ea7ce14b8cac4c9a02e9e59efe26488ab83d1b25f3c95f32,no
INJ-054,INJ-054-E01,data/facultative_placements.csv,record_id=INJ-054-FACULTATIVE_PLACEMENTS,yes,3ba59d2284c9c05c5592296a849ebd71fc5b3df479e531376da19af2bb8a94a3,no
INJ-054,INJ-054-E02,data/broker_correspondence.csv,record_id=INJ-054-BROKER_CORRESPONDENCE,yes,0a3197e1f0cd1b61f06569501a42d1e6a05cbafd5de0f012435d6fd6180c406d,no
INJ-055,INJ-055-E01,data/claim_reserves.csv,record_id=INJ-055-CLAIM_RESERVES,yes,ffac621dd89b83ca8b5d3d659d7c8c68f001502e204eb4d004728dc22895a52b,no
INJ-055,INJ-055-E02,data/reserving_assumptions.csv,record_id=INJ-055-RESERVING_ASSUMPTIONS,yes,80c422e82cfdf35c4de0455c3f00e665106c9e67bfd3af24186fd43b7d2a2d67,no
INJ-056,INJ-056-E01,data/ifrs17_groups.csv,record_id=INJ-056-IFRS17_GROUPS,yes,47ca779f19d02953fd349fe756e99fb170a9bb7ed91edbc803f70195a7336e65,no
INJ-056,INJ-056-E02,data/policy_products.csv,record_id=INJ-056-POLICY_PRODUCTS,yes,8532a2673782db88943ad6289c1f196723583ef8b2d89ee139930216ce66efeb,no
INJ-057,INJ-057-E01,data/capital_scenarios.csv,record_id=INJ-057-CAPITAL_SCENARIOS,yes,33cc26e073610f72b2f4cc0e76fd010f9d0bc038b6d2e466661580feb5264c39,no
INJ-057,INJ-057-E02,data/vendor_dependencies.csv,record_id=INJ-057-VENDOR_DEPENDENCIES,yes,2a668842ee72d003ebcb19e86c31267ad7a8796c51d47551a3d4b893fdba884b,no
INJ-058,INJ-058-E01,data/reinsurance_collateral.csv,record_id=INJ-058-REINSURANCE_COLLATERAL,yes,1c30770dd792b3f169a29cc47a801c2e4001cb079738656cb6cbfa9ea29fc532,no
INJ-058,INJ-058-E02,data/counterparty_ratings.csv,record_id=INJ-058-COUNTERPARTY_RATINGS,yes,6f4b1bd54d2538f096a8ec3bed1ac2187d21e165248c6fa6a58a6965c761042d,no
INJ-059,INJ-059-E01,data/sales_interactions.csv,record_id=INJ-059-SALES_INTERACTIONS,yes,660bd3c1c472a7e49a07f9c9808aa5d4648e97a528fca8eca89cc6f6fc6a0169,no
INJ-059,INJ-059-E02,data/suitability_records.csv,record_id=INJ-059-SUITABILITY_RECORDS,yes,6ab294e9b1c6f7f50c0e11d5c9beeb9c21644d78a31487ff3bfdfc7dfc855a0c,no
INJ-060,INJ-060-E01,data/broker_commissions.csv,record_id=INJ-060-BROKER_COMMISSIONS,yes,7fd33e1643e1286b704c42aff6c0a6404a9a04bae20b744bacd0f7e307c05ec6,no
INJ-060,INJ-060-E02,data/product_comparisons.csv,record_id=INJ-060-PRODUCT_COMPARISONS,yes,e2708b664e91b188845ca6cba949f1cfdacaa09d06379fb6a52927b1a13cdd96,no
INJ-061,INJ-061-E01,data/digital_journeys.csv,record_id=INJ-061-DIGITAL_JOURNEYS,yes,2ba97eb6d267b1d298a78185eb66e8d8d3ae102f563be2ea017ba18163093ce4,no
INJ-061,INJ-061-E02,data/usability_findings.csv,record_id=INJ-061-USABILITY_FINDINGS,yes,9d0f779124fb87264a1c3774394c86e2dd4d5ba55bca0144a2f89bd101d388cd,no
INJ-062,INJ-062-E01,data/complaints.csv,record_id=INJ-062-COMPLAINTS,yes,c25d2aeaa4ce711754191c1147566aa276e7e41af52ab30e0ea014c553fb9830,no
INJ-062,INJ-062-E02,data/communication_events.csv,record_id=INJ-062-COMMUNICATION_EVENTS,yes,57d12aa5f35896fd237857c756cb1fd279ff2d486fc38225fb5d5001038aeaba,no
INJ-063,INJ-063-E01,data/customer_vulnerability.csv,record_id=INJ-063-CUSTOMER_VULNERABILITY,yes,b9d5afdfb2d6d14161c506ee14800f19090f00fdda7de6c78f784cc35fa640ff,no
INJ-063,INJ-063-E02,data/contact_history.csv,record_id=INJ-063-CONTACT_HISTORY,yes,dab89d00c4a7e177895b94db33ca30ada6121e81c84b219eeac082c5d9885179,no
INJ-064,INJ-064-E01,data/translations.csv,record_id=INJ-064-TRANSLATIONS,yes,2b5f04c535f98ab2f30423a2a42641e36b353efca3c5a7c046e5faa871b58a79,no
INJ-064,INJ-064-E02,data/policy_wording_versions.csv,file-level; participant must select controlling record(s),yes,e6e9b9e8856613d030680e67bc1f064ed16a65a12df6b46fc32b931745cb426b,no
INJ-065,INJ-065-E01,data/parties.csv,file-level; participant must select controlling record(s),yes,b75e9d2370e0fd423f2da9363c48495348e0221e23e047a6e355517b6e08eca6,no
INJ-065,INJ-065-E02,data/party_roles.csv,file-level; participant must select controlling record(s),yes,6c3095c6bd8cc30429c0183215b451074e549a48e4cba6bc66d2651b9e0a9c92,no
INJ-066,INJ-066-E01,data/policies.csv,file-level; participant must select controlling record(s),yes,4cb86047f65c816619a05ced54c11b6b4d64cca72de1b557547ca5b4cd8d4ec5,no
INJ-066,INJ-066-E02,data/identifier_crosswalk.csv,record_id=INJ-066-IDENTIFIER_CROSSWALK,yes,2faf37045faaeec2efdc72ca513d35de9de32880e0a87b3402fa365660db8341,no
INJ-067,INJ-067-E01,data/acord_messages.csv,record_id=INJ-067-ACORD_MESSAGES,yes,7ca49f26d31459fbbfb37b80e940d0bf542cc859c3d710e8686d9ed8c6fc99d0,no
INJ-067,INJ-067-E02,data/integration_errors.csv,record_id=INJ-067-INTEGRATION_ERRORS,yes,8a787bb5650e3a66e6c9315f5a68dab9472904d9218c4a26c987af3d3620814d,no
INJ-068,INJ-068-E01,data/source_authority.csv,record_id=INJ-068-SOURCE_AUTHORITY,yes,562191ac3ff3d65d08ea38f719395ec20fd5b19922dcdfdc09638938964e5e3b,no
INJ-068,INJ-068-E02,data/evidence_conflicts.csv,record_id=INJ-068-EVIDENCE_CONFLICTS,yes,5f1c9ec14fe295ba68b710099ce2340c9813040cff4cc15fa8a6a25709cd183a,no
INJ-069,INJ-069-E01,data/glossary_conflicts.csv,record_id=INJ-069-GLOSSARY_CONFLICTS,yes,be481ad61bcddc1a5080724551f3ad322a118700809c09a49db6a9f58b13a635,no
INJ-069,INJ-069-E02,data/ontology_seed.csv,record_id=INJ-069-ONTOLOGY_SEED,yes,ca209daed9af5b745508a9949925466ddb778cda311cc1b4b97bdf75041be4b9,no
INJ-070,INJ-070-E01,data/graph_candidate_questions.csv,record_id=INJ-070-GRAPH_CANDIDATE_QUESTION,yes,4ca3e3504ae23e316eebb2a2c1c44d169d96e95335df6c94aa4342698f1f4ca6,no
INJ-070,INJ-070-E02,data/no_ai_baselines.csv,record_id=INJ-070-NO_AI_BASELINES,yes,8d1c0df4da62f862c4f611723cfdce824367ed3a78e1584129e5783992fe35cc,no
INJ-071,INJ-071-E01,data/consents.csv,record_id=INJ-071-CONSENTS,yes,a39ee8ade581cd716e483053ad4a7a003a127d5399dc73add511087d05b05b4a,no
INJ-071,INJ-071-E02,data/data_use_requests.csv,record_id=INJ-071-DATA_USE_REQUESTS,yes,60d216733c6f10a795441dc91a0f70d846de45f56cf6eeb73bb404de7edc4ed1,no
INJ-072,INJ-072-E01,data/data_residency.csv,record_id=INJ-072-DATA_RESIDENCY,yes,7dfce8e11df5a1cfd2357bdd20a818d537a1914c88fc72c7f891a4fabb8d7079,no
